time_abs(%Y-%m-%dT%H:%M:%S.%f),time_rel(sec),velocity(m/s)
1975-04-21T01:42:07.466283,6127.245283018868,3.302639708114278e-10
1975-04-21T01:42:07.617226,6127.396226415094,2.838032910005321e-10
1975-04-21T01:42:07.768170,6127.547169811321,8.191897421524601e-11
1975-04-21T01:42:08.371943,6128.1509433962265,1.0418024734452427e-10
1975-04-21T01:42:08.522887,6128.301886792453,2.909995311390971e-10
1975-04-21T01:42:08.673830,6128.452830188679,2.777737846077658e-10
1975-04-21T01:42:08.824774,6128.603773584906,2.6454803807643464e-10
1975-04-21T01:42:08.975717,6128.754716981132,1.1047703117610595e-10
1975-04-21T01:42:09.579491,6129.358490566037,3.517798741601691e-11
1975-04-21T01:42:09.730434,6129.509433962264,4.547405466468455e-11
1975-04-21T01:42:09.881377,6129.66037735849,2.755498333282604e-12
1975-04-21T01:42:10.787038,6130.566037735849,7.176324346984025e-12
1975-04-21T01:42:11.692698,6131.471698113208,3.7935662443953286e-11
1975-04-21T01:42:11.843642,6131.622641509434,5.6797833744678875e-11
1975-04-21T01:42:11.994585,6131.773584905661,4.454408852889782e-11
1975-04-21T01:42:12.145528,6131.924528301887,1.0234987376982494e-11
1975-04-21T01:42:12.749302,6132.528301886792,3.531083452412297e-11
1975-04-21T01:42:12.900245,6132.679245283019,5.134969414881661e-11
1975-04-21T01:42:13.051189,6132.830188679245,1.864829639825516e-11
1975-04-21T01:42:13.956849,6133.735849056604,7.725452057124958e-11
1975-04-21T01:42:14.107792,6133.88679245283,1.388360460127332e-10
1975-04-21T01:42:14.258736,6134.037735849057,1.1486369165942842e-10
1975-04-21T01:42:14.409679,6134.188679245283,2.7144760527546072e-11
1975-04-21T01:42:15.013453,6134.792452830188,3.824508527876891e-11
1975-04-21T01:42:15.164396,6134.943396226415,1.1546715477860596e-10
1975-04-21T01:42:15.315340,6135.094339622641,1.3544883405821355e-10
1975-04-21T01:42:15.466283,6135.245283018868,9.475324812831061e-11
1975-04-21T01:42:15.617226,6135.396226415094,2.8075423649625744e-11
1975-04-21T01:42:16.221000,6136.0,2.0054732095936924e-11
1975-04-21T01:42:16.371943,6136.1509433962265,2.1131300509028376e-11
1975-04-21T01:42:18.183264,6137.962264150943,4.2306288437465514e-13
1975-04-21T01:42:18.334208,6138.11320754717,7.092978120658807e-12
1975-04-21T01:42:18.485151,6138.264150943396,4.917745719765746e-12
1975-04-21T01:42:19.088925,6138.867924528302,5.884503369319612e-12
