time_abs(%Y-%m-%dT%H:%M:%S.%f),time_rel(sec),velocity(m/s)
1973-03-12T20:25:04.865943,73504.15094339622,2.7180379511778967e-10
1973-03-12T20:25:05.016887,73504.30188679245,3.8353929259168734e-10
1973-03-12T20:25:05.167830,73504.45283018867,3.574328449104669e-10
1973-03-12T20:25:05.318774,73504.60377358491,1.945184949645734e-10
1973-03-12T20:25:06.073491,73505.35849056604,5.524422904510874e-11
1973-03-12T20:25:06.224434,73505.50943396226,1.4898370558032218e-10
1973-03-12T20:25:06.375377,73505.6603773585,1.241459706299235e-10
1973-03-12T20:25:08.639528,73507.92452830188,2.8688380252644167e-11
1973-03-12T20:25:08.790472,73508.07547169812,5.813315050709766e-11
1973-03-12T20:25:08.941415,73508.22641509434,5.979793374391892e-11
1973-03-12T20:25:09.092358,73508.37735849057,3.4732447789757666e-11
1973-03-12T20:25:09.243302,73508.52830188679,1.3702294211904334e-11
1973-03-12T20:25:09.394245,73508.67924528301,4.582918247149541e-11
1973-03-12T20:25:09.545189,73508.83018867925,1.6189989021121724e-10
1973-03-12T20:25:09.696132,73508.98113207547,3.3594283509416096e-10
1973-03-12T20:25:09.847075,73509.1320754717,4.795328148951144e-10
1973-03-12T20:25:09.998019,73509.28301886792,4.856805709120236e-10
1973-03-12T20:25:10.148962,73509.43396226416,3.0178756911607783e-10
1973-03-12T20:25:11.054623,73510.3396226415,1.5446667070597974e-10
1973-03-12T20:25:11.205566,73510.49056603774,2.158325713178533e-10
1973-03-12T20:25:11.356509,73510.64150943396,3.984975201813274e-11
1973-03-12T20:25:12.111226,73511.39622641509,2.2579143044421803e-10
1973-03-12T20:25:12.262170,73511.54716981133,4.909172523004359e-10
1973-03-12T20:25:12.413113,73511.69811320755,4.766172860795912e-10
1973-03-12T20:25:12.564057,73511.84905660378,1.9688032946213224e-10
1973-03-12T20:25:13.318774,73512.60377358491,9.228162406222148e-11
1973-03-12T20:25:13.469717,73512.75471698113,2.531472615473527e-10
1973-03-12T20:25:13.620660,73512.90566037736,2.0880682561733362e-10
1973-03-12T20:25:13.771604,73513.05660377358,2.0702576719702086e-11
1973-03-12T20:25:14.375377,73513.6603773585,2.3436697815070976e-10
1973-03-12T20:25:14.526321,73513.81132075471,4.335745276563201e-10
1973-03-12T20:25:14.677264,73513.96226415095,4.5105428781561126e-10
1973-03-12T20:25:14.828208,73514.11320754717,2.669398033801523e-10
1973-03-12T20:25:15.733868,73515.01886792453,5.4714372302873785e-11
1973-03-12T20:25:15.884811,73515.16981132075,1.0022974136898596e-10
1973-03-12T20:25:16.790472,73516.07547169812,1.8734488601763023e-10
1973-03-12T20:25:16.941415,73516.22641509434,4.689841624099101e-10
1973-03-12T20:25:17.092358,73516.37735849057,5.757741040598997e-10
1973-03-12T20:25:17.243302,73516.52830188679,4.5771971269593764e-10
1973-03-12T20:25:17.394245,73516.67924528301,1.8501391735262218e-10
1973-03-12T20:25:18.148962,73517.43396226416,1.709360293707937e-10
1973-03-12T20:25:18.299906,73517.58490566038,2.2424624244157992e-10
1973-03-12T20:25:18.450849,73517.7358490566,1.2474773386433132e-10
1973-03-12T20:25:19.658396,73518.94339622642,2.1670253625718705e-11
1973-03-12T20:25:19.809340,73519.09433962264,2.0072351314669417e-11
1973-03-12T20:25:19.960283,73519.24528301887,8.634981826992049e-12
1973-03-12T20:25:20.111226,73519.39622641509,2.9297665358644203e-12
