time_abs(%Y-%m-%dT%H:%M:%S.%f),time_rel(sec),velocity(m/s)
1970-03-30T17:19:45.541123,62376.15094339623,1.212000792848837e-10
1970-03-30T17:19:46.144897,62376.75471698113,2.8082101847702378e-11
1970-03-30T17:19:46.295840,62376.90566037736,2.87846862559495e-10
1970-03-30T17:19:46.446784,62377.056603773584,4.0262337480070747e-10
1970-03-30T17:19:46.597727,62377.20754716981,3.0234074342066516e-10
1970-03-30T17:19:46.748671,62377.35849056604,5.949575752470919e-11
1970-03-30T17:19:47.352444,62377.96226415094,6.509904552577401e-11
1970-03-30T17:19:47.503388,62378.11320754717,1.5798629791753478e-10
1970-03-30T17:19:47.654331,62378.2641509434,8.206805886441059e-11
1970-03-30T17:19:48.409048,62379.018867924526,4.083595620306977e-11
1970-03-30T17:19:48.559991,62379.16981132075,1.7684257335019184e-10
1970-03-30T17:19:48.710935,62379.32075471698,1.494843431114269e-10
1970-03-30T17:19:50.371312,62380.981132075474,4.816549240906044e-11
1970-03-30T17:19:50.522255,62381.1320754717,1.0998822983088021e-10
1970-03-30T17:19:50.673199,62381.28301886792,1.0163601978761352e-10
1970-03-30T17:19:50.824142,62381.43396226415,5.301850327352301e-11
1970-03-30T17:19:50.975086,62381.58490566038,5.1309490289234537e-11
1970-03-30T17:19:51.126029,62381.73584905661,1.6639359391597303e-10
1970-03-30T17:19:51.276972,62381.88679245283,3.771542575269881e-10
1970-03-30T17:19:51.427916,62382.03773584906,5.637015441638815e-10
1970-03-30T17:19:51.578859,62382.188679245286,5.822260994753475e-10
1970-03-30T17:19:51.729803,62382.33962264151,3.727020116214461e-10
1970-03-30T17:19:51.880746,62382.49056603773,1.7920647608990122e-11
1970-03-30T17:19:52.484520,62383.09433962264,2.625345254930773e-12
1970-03-30T17:19:52.635463,62383.24528301887,1.962269102893609e-10
1970-03-30T17:19:52.786406,62383.3962264151,1.7687798209716262e-10
1970-03-30T17:19:53.843010,62384.45283018868,6.209632574133815e-12
1970-03-30T17:19:54.597727,62385.20754716981,1.400199995713948e-10
1970-03-30T17:19:54.748671,62385.35849056604,2.38153331481117e-10
1970-03-30T17:19:54.899614,62385.50943396227,2.0809912259847684e-10
1970-03-30T17:19:55.050557,62385.660377358494,9.21344152859275e-11
1970-03-30T17:19:55.201501,62385.81132075472,1.2506036299132475e-11
1970-03-30T17:19:55.352444,62385.96226415094,7.529821387425746e-11
1970-03-30T17:19:55.503388,62386.11320754717,2.7881231439460555e-10
1970-03-30T17:19:55.654331,62386.2641509434,4.99506977826948e-10
1970-03-30T17:19:55.805274,62386.41509433962,5.720435690542537e-10
1970-03-30T17:19:55.956218,62386.56603773585,4.0856375591458466e-10
1970-03-30T17:19:56.107161,62386.71698113208,6.968738533453948e-11
1970-03-30T17:19:57.767538,62388.377358490565,1.8168681662311243e-10
1970-03-30T17:19:57.918482,62388.52830188679,5.425705688120096e-10
1970-03-30T17:19:58.069425,62388.67924528302,6.217870249874701e-10
1970-03-30T17:19:58.220369,62388.83018867925,3.8209883276815156e-10
1970-03-30T17:19:58.975086,62389.58490566038,1.9348248418881923e-10
1970-03-30T17:19:59.126029,62389.73584905661,3.697219477699938e-10
1970-03-30T17:19:59.276972,62389.88679245283,2.8710230852859983e-10
1970-03-30T17:19:59.427916,62390.03773584906,1.6082084067069922e-11
1970-03-30T17:20:00.031689,62390.64150943396,2.460834069875264e-10
1970-03-30T17:20:00.182633,62390.79245283019,4.751127547635833e-10
1970-03-30T17:20:00.333576,62390.943396226416,4.465203168821267e-10
1970-03-30T17:20:00.484520,62391.09433962264,1.6870277370284504e-10
1970-03-30T17:20:01.239237,62391.84905660377,1.7418030775782978e-10
1970-03-30T17:20:01.390180,62392.0,3.2671343111227883e-10
1970-03-30T17:20:01.541123,62392.15094339623,2.5172981960073433e-10
1970-03-30T17:20:01.692067,62392.301886792455,1.12304843388574e-11
1970-03-30T17:20:02.597727,62393.20754716981,3.887291934335541e-11
1970-03-30T17:20:02.748671,62393.35849056604,3.6513338559964336e-12
1970-03-30T17:20:03.352444,62393.96226415094,6.690295483548606e-11
1970-03-30T17:20:03.503388,62394.11320754717,1.1386669702722805e-10
1970-03-30T17:20:03.654331,62394.2641509434,9.270783878160839e-11
1970-03-30T17:20:03.805274,62394.41509433962,2.568607641743447e-11
1970-03-30T17:20:04.258105,62394.8679245283,2.8547381900386492e-11
1970-03-30T17:20:04.409048,62395.018867924526,8.639118048404836e-11
1970-03-30T17:20:04.559991,62395.16981132075,9.276695083964204e-11
1970-03-30T17:20:04.710935,62395.32075471698,3.6747095861842756e-11
1970-03-30T17:20:05.314708,62395.92452830189,8.106199583936744e-11
1970-03-30T17:20:05.465652,62396.07547169811,1.4510996386227943e-10
1970-03-30T17:20:05.616595,62396.22641509434,1.2123570363895447e-10
1970-03-30T17:20:05.767538,62396.377358490565,2.4718457817289375e-11
1970-03-30T17:20:06.220369,62396.83018867925,1.1526711973510887e-10
1970-03-30T17:20:06.371312,62396.981132075474,3.054220261136052e-10
1970-03-30T17:20:06.522255,62397.1320754717,3.8564367129184657e-10
1970-03-30T17:20:06.673199,62397.28301886792,2.4847084767240675e-10
1970-03-30T17:20:07.578859,62398.188679245286,1.9184707589567798e-10
1970-03-30T17:20:07.729803,62398.33962264151,3.820081339450644e-10
1970-03-30T17:20:07.880746,62398.49056603773,2.8424321241277415e-10
1970-03-30T17:20:08.635463,62399.24528301887,5.752560548132748e-11
1970-03-30T17:20:08.786406,62399.3962264151,3.3131495480736687e-10
1970-03-30T17:20:08.937350,62399.54716981132,4.0430362792803295e-10
1970-03-30T17:20:09.088293,62399.698113207545,2.528910141279476e-10
1970-03-30T17:20:09.843010,62400.45283018868,9.954632605096909e-11
1970-03-30T17:20:09.993954,62400.6037735849,2.1439424017148678e-10
1970-03-30T17:20:10.144897,62400.75471698113,1.6974435488610389e-10
1970-03-30T17:20:10.899614,62401.50943396227,1.4140313902075268e-10
1970-03-30T17:20:11.050557,62401.660377358494,3.9469138779807307e-10
1970-03-30T17:20:11.201501,62401.81132075472,4.891346433003374e-10
1970-03-30T17:20:11.352444,62401.96226415094,3.527159133764646e-10
1970-03-30T17:20:11.503388,62402.11320754717,4.37671234502238e-11
1970-03-30T17:20:12.258105,62402.8679245283,1.5253763169996978e-10
1970-03-30T17:20:12.409048,62403.018867924526,2.2764927439994844e-10
1970-03-30T17:20:12.559991,62403.16981132075,7.951077031283791e-11
1970-03-30T17:20:13.314708,62403.92452830189,9.041768167376815e-11
1970-03-30T17:20:13.465652,62404.07547169811,2.722494042451624e-10
1970-03-30T17:20:13.616595,62404.22641509434,2.574005399133565e-10
1970-03-30T17:20:13.767538,62404.377358490565,8.584342528436792e-11
1970-03-30T17:20:14.371312,62404.981132075474,3.0397903552796747e-12
1970-03-30T17:20:14.522255,62405.1320754717,1.267710027772273e-10
1970-03-30T17:20:14.673199,62405.28301886792,1.8925319467664048e-10
1970-03-30T17:20:14.824142,62405.43396226415,2.1416452480434132e-10
1970-03-30T17:20:14.975086,62405.58490566038,2.5130767383968456e-10
1970-03-30T17:20:15.126029,62405.73584905661,3.098601917482106e-10
1970-03-30T17:20:15.276972,62405.88679245283,3.351656151473031e-10
1970-03-30T17:20:15.427916,62406.03773584906,2.548033390999872e-10
1970-03-30T17:20:15.578859,62406.188679245286,5.557328996541757e-11
1970-03-30T17:20:16.333576,62406.943396226416,1.1766207631830227e-10
1970-03-30T17:20:16.484520,62407.09433962264,1.5484624595413002e-10
1970-03-30T17:20:17.390180,62408.0,4.1446523436697286e-11
1970-03-30T17:20:17.541123,62408.15094339623,1.5458552075948129e-10
1970-03-30T17:20:17.692067,62408.301886792455,7.927433289238755e-11
1970-03-30T17:20:18.295840,62408.90566037736,7.36242784290776e-11
1970-03-30T17:20:18.446784,62409.056603773584,2.888490498464896e-10
1970-03-30T17:20:18.597727,62409.20754716981,3.6496573088049053e-10
1970-03-30T17:20:18.748671,62409.35849056604,2.590465693686143e-10
1970-03-30T17:20:18.899614,62409.50943396227,5.4268584386202996e-11
1970-03-30T17:20:19.503388,62410.11320754717,7.565088633011854e-11
1970-03-30T17:20:19.654331,62410.2641509434,1.3644002314228183e-10
1970-03-30T17:20:19.805274,62410.41509433962,1.1788618093811658e-10
1970-03-30T17:20:19.956218,62410.56603773585,7.571152232337131e-11
1970-03-30T17:20:20.107161,62410.71698113208,8.185154949365903e-11
1970-03-30T17:20:20.258105,62410.8679245283,1.5705231399478615e-10
1970-03-30T17:20:20.409048,62411.018867924526,2.4884197377300567e-10
1970-03-30T17:20:20.559991,62411.16981132075,2.6927935867503406e-10
1970-03-30T17:20:20.710935,62411.32075471698,1.5971503611529724e-10
1970-03-30T17:20:21.767538,62412.377358490565,3.721324651356777e-11
1970-03-30T17:20:21.918482,62412.52830188679,3.2657125565862167e-10
1970-03-30T17:20:22.069425,62412.67924528302,4.934711043004166e-10
1970-03-30T17:20:22.220369,62412.83018867925,4.64698886225265e-10
1970-03-30T17:20:22.371312,62412.981132075474,2.4159581138672603e-10
1970-03-30T17:20:23.126029,62413.73584905661,1.1282774855784831e-10
1970-03-30T17:20:23.276972,62413.88679245283,3.8449595566730623e-10
1970-03-30T17:20:23.427916,62414.03773584906,4.5729096037666576e-10
1970-03-30T17:20:23.578859,62414.188679245286,3.063718719216157e-10
1970-03-30T17:20:23.729803,62414.33962264151,4.329934003127432e-11
1970-03-30T17:20:24.333576,62414.943396226416,2.1037280604528558e-11
1970-03-30T17:20:24.484520,62415.09433962264,7.190450669110831e-11
1970-03-30T17:20:24.635463,62415.24528301887,5.975147977485209e-12
1970-03-30T17:20:25.390180,62416.0,3.811927618936606e-11
1970-03-30T17:20:25.541123,62416.15094339623,6.806415468690429e-11
1970-03-30T17:20:25.692067,62416.301886792455,2.2888666362078577e-11
1970-03-30T17:20:26.899614,62417.50943396227,5.784638666949708e-11
1970-03-30T17:20:27.050557,62417.660377358494,1.5660459093151604e-10
1970-03-30T17:20:27.201501,62417.81132075472,2.3011388949842234e-10
1970-03-30T17:20:27.352444,62417.96226415094,2.2355066695639383e-10
1970-03-30T17:20:27.503388,62418.11320754717,1.2383076277137827e-10
1970-03-30T17:20:28.409048,62419.018867924526,9.460718781710623e-11
1970-03-30T17:20:28.559991,62419.16981132075,1.786556856811008e-10
1970-03-30T17:20:28.710935,62419.32075471698,2.2595171472266838e-10
1970-03-30T17:20:28.861878,62419.47169811321,2.3567416718259403e-10
1970-03-30T17:20:29.012822,62419.62264150944,1.9871627838173767e-10
1970-03-30T17:20:29.163765,62419.77358490566,1.0333926518236887e-10
1970-03-30T17:20:30.069425,62420.67924528302,2.6066758367767886e-11
1970-03-30T17:20:30.220369,62420.83018867925,1.2836758345131763e-10
1970-03-30T17:20:30.371312,62420.981132075474,1.1294310522140158e-10
1970-03-30T17:20:31.276972,62421.88679245283,2.1833491575664188e-11
1970-03-30T17:20:31.427916,62422.03773584906,1.6352776908147367e-10
1970-03-30T17:20:31.578859,62422.188679245286,2.2982121620044103e-10
1970-03-30T17:20:31.729803,62422.33962264151,2.1003297054616928e-10
1970-03-30T17:20:31.880746,62422.49056603773,1.3116459894029735e-10
1970-03-30T17:20:32.031689,62422.64150943396,3.9560045285638064e-11
1970-03-30T17:20:32.484520,62423.09433962264,5.286604771901967e-12
1970-03-30T17:20:32.635463,62423.24528301887,5.612684645676681e-11
1970-03-30T17:20:32.786406,62423.3962264151,8.538209609564262e-11
1970-03-30T17:20:32.937350,62423.54716981132,7.148312712858422e-11
1970-03-30T17:20:33.088293,62423.698113207545,1.9828379470007283e-11
1970-03-30T17:20:34.597727,62425.20754716981,2.518318601282396e-11
1970-03-30T17:20:34.748671,62425.35849056604,2.9312980391919727e-11
1970-03-30T17:20:35.352444,62425.96226415094,6.121165146092928e-11
1970-03-30T17:20:35.503388,62426.11320754717,2.1547592144108626e-10
1970-03-30T17:20:35.654331,62426.2641509434,3.3598961316961555e-10
1970-03-30T17:20:35.805274,62426.41509433962,3.3169605533350925e-10
1970-03-30T17:20:35.956218,62426.56603773585,1.8053300390134475e-10
1970-03-30T17:20:36.710935,62427.32075471698,1.2377793883877967e-10
1970-03-30T17:20:36.861878,62427.47169811321,1.8292348566848329e-10
1970-03-30T17:20:37.012822,62427.62264150944,5.5960139595707556e-11
1970-03-30T17:20:37.918482,62428.52830188679,1.3111128280252471e-10
1970-03-30T17:20:38.069425,62428.67924528302,9.78560064484948e-11
1970-03-30T17:20:38.673199,62429.28301886792,1.0730363934404266e-10
1970-03-30T17:20:38.824142,62429.43396226415,4.5101782540512405e-10
1970-03-30T17:20:38.975086,62429.58490566038,6.662125059221084e-10
1970-03-30T17:20:39.126029,62429.73584905661,6.060515219001061e-10
1970-03-30T17:20:39.276972,62429.88679245283,2.879963804289688e-10
1970-03-30T17:20:40.031689,62430.64150943396,4.7601259535841157e-11
1970-03-30T17:20:40.182633,62430.79245283019,1.3301999461639055e-10
1970-03-30T17:20:41.088293,62431.698113207545,6.908381338601795e-11
1970-03-30T17:20:41.239237,62431.84905660377,3.9964985638244264e-10
1970-03-30T17:20:41.390180,62432.0,5.543312614421758e-10
1970-03-30T17:20:41.541123,62432.15094339623,5.01104605196042e-10
1970-03-30T17:20:41.692067,62432.301886792455,3.183731233651442e-10
1970-03-30T17:20:41.843010,62432.45283018868,1.2952501194029098e-10
1970-03-30T17:20:41.993954,62432.6037735849,1.930410115077933e-11
1970-03-30T17:20:43.352444,62433.96226415094,1.8813732246411222e-10
1970-03-30T17:20:43.503388,62434.11320754717,3.749733067734868e-10
1970-03-30T17:20:43.654331,62434.2641509434,4.081663838534617e-10
1970-03-30T17:20:43.805274,62434.41509433962,3.134348971243081e-10
1970-03-30T17:20:43.956218,62434.56603773585,1.7559104910717468e-10
1970-03-30T17:20:44.107161,62434.71698113208,7.071435134643369e-11
1970-03-30T17:20:44.258105,62434.8679245283,1.3917884511887806e-11
1970-03-30T17:20:45.314708,62435.92452830189,1.8175110531150022e-10
1970-03-30T17:20:45.465652,62436.07547169811,2.458835670925399e-10
1970-03-30T17:20:45.616595,62436.22641509434,7.863216947608093e-11
1970-03-30T17:20:46.371312,62436.981132075474,2.8209064371248566e-10
1970-03-30T17:20:46.522255,62437.1320754717,6.895809378713251e-10
1970-03-30T17:20:46.673199,62437.28301886792,7.746673921820537e-10
1970-03-30T17:20:46.824142,62437.43396226415,5.128193631049662e-10
1970-03-30T17:20:46.975086,62437.58490566038,9.370084166039108e-11
1970-03-30T17:20:47.578859,62438.188679245286,6.435469453005226e-11
1970-03-30T17:20:47.729803,62438.33962264151,7.721648260234798e-11
1970-03-30T17:20:48.484520,62439.09433962264,1.7457566060310874e-10
1970-03-30T17:20:48.635463,62439.24528301887,3.46853274958273e-10
1970-03-30T17:20:48.786406,62439.3962264151,2.926674292817771e-10
1970-03-30T17:20:48.937350,62439.54716981132,6.302983161982626e-11
1970-03-30T17:20:50.446784,62441.056603773584,5.172541085477163e-11
1970-03-30T17:20:50.597727,62441.20754716981,2.4911988979256486e-10
1970-03-30T17:20:50.748671,62441.35849056604,2.1123678592282103e-10
1970-03-30T17:20:51.352444,62441.96226415094,1.7527185020917904e-10
1970-03-30T17:20:51.503388,62442.11320754717,5.919899624884753e-10
1970-03-30T17:20:51.654331,62442.2641509434,8.216852260200464e-10
1970-03-30T17:20:51.805274,62442.41509433962,6.969923045998428e-10
1970-03-30T17:20:51.956218,62442.56603773585,2.862966626781175e-10
1970-03-30T17:20:52.559991,62443.16981132075,3.5106659155359537e-11
1970-03-30T17:20:52.710935,62443.32075471698,2.5863671117398397e-10
1970-03-30T17:20:52.861878,62443.47169811321,2.4461097820641437e-10
1970-03-30T17:20:53.012822,62443.62264150944,5.061969322422101e-12
1970-03-30T17:20:54.673199,62445.28301886792,2.4748871513914373e-11
1970-03-30T17:20:54.824142,62445.43396226415,4.4792800445420587e-11
1970-03-30T17:20:54.975086,62445.58490566038,4.71708568662078e-11
1970-03-30T17:20:55.126029,62445.73584905661,6.197260570586622e-11
1970-03-30T17:20:55.276972,62445.88679245283,9.987507270496255e-11
1970-03-30T17:20:55.427916,62446.03773584906,1.3157742841896198e-10
1970-03-30T17:20:55.578859,62446.188679245286,1.14064817827882e-10
1970-03-30T17:20:55.729803,62446.33962264151,4.181153726803382e-11
1970-03-30T17:20:56.182633,62446.79245283019,1.0742081523555691e-10
1970-03-30T17:20:56.333576,62446.943396226416,2.7485577464831007e-10
1970-03-30T17:20:56.484520,62447.09433962264,3.4069771777819484e-10
1970-03-30T17:20:56.635463,62447.24528301887,1.8887302912917583e-10
1970-03-30T17:20:57.541123,62448.15094339623,4.6170737914684727e-10
1970-03-30T17:20:57.692067,62448.301886792455,7.903068060355055e-10
1970-03-30T17:20:57.843010,62448.45283018868,7.400132089071429e-10
1970-03-30T17:20:57.993954,62448.6037735849,3.584011831800581e-10
1970-03-30T17:20:58.899614,62449.50943396227,1.1499604558702873e-10
1970-03-30T17:20:59.050557,62449.660377358494,1.7631072072422882e-10
1970-03-30T17:20:59.201501,62449.81132075472,1.2530806680062415e-10
1970-03-30T17:20:59.352444,62449.96226415094,5.632401402637042e-11
1970-03-30T17:20:59.503388,62450.11320754717,4.897090242461109e-11
1970-03-30T17:20:59.654331,62450.2641509434,1.2004794310013207e-10
1970-03-30T17:20:59.805274,62450.41509433962,2.2511153075171724e-10
1970-03-30T17:20:59.956218,62450.56603773585,2.9526936023294703e-10
1970-03-30T17:21:00.107161,62450.71698113208,2.7809746033255794e-10
1970-03-30T17:21:00.258105,62450.8679245283,1.606611023510638e-10
1970-03-30T17:21:01.314708,62451.92452830189,1.53949201984872e-10
1970-03-30T17:21:01.465652,62452.07547169811,1.9796734103905714e-10
1970-03-30T17:21:01.616595,62452.22641509434,4.870370479108845e-11
1970-03-30T17:21:02.522255,62453.1320754717,2.3739989201508177e-10
1970-03-30T17:21:02.673199,62453.28301886792,3.191705208760032e-10
1970-03-30T17:21:02.824142,62453.43396226415,1.922850047166551e-10
1970-03-30T17:21:02.975086,62453.58490566038,2.879996657231643e-12
1970-03-30T17:21:03.276972,62453.88679245283,1.2348690105126529e-10
1970-03-30T17:21:03.427916,62454.03773584906,4.4037225547272334e-10
1970-03-30T17:21:03.578859,62454.188679245286,6.754599773063851e-10
1970-03-30T17:21:03.729803,62454.33962264151,6.311655218664313e-10
1970-03-30T17:21:03.880746,62454.49056603773,2.879127425059509e-10
1970-03-30T17:21:04.635463,62455.24528301887,1.5921263884933264e-10
1970-03-30T17:21:04.786406,62455.3962264151,2.3858568769657267e-10
1970-03-30T17:21:04.937350,62455.54716981132,3.549191469222923e-11
1970-03-30T17:21:05.541123,62456.15094339623,1.288511869599295e-10
1970-03-30T17:21:05.692067,62456.301886792455,4.928452534525911e-10
1970-03-30T17:21:05.843010,62456.45283018868,5.562783295399108e-10
1970-03-30T17:21:05.993954,62456.6037735849,2.5894074337669165e-10
1970-03-30T17:21:06.748671,62457.35849056604,1.1747100290541342e-10
1970-03-30T17:21:06.899614,62457.50943396227,2.19483677320217e-10
1970-03-30T17:21:07.050557,62457.660377358494,1.050696745213285e-11
1970-03-30T17:21:07.805274,62458.41509433962,3.716714088831536e-10
1970-03-30T17:21:07.956218,62458.56603773585,6.408556110402249e-10
1970-03-30T17:21:08.107161,62458.71698113208,6.099899514191703e-10
1970-03-30T17:21:08.258105,62458.8679245283,3.603219796470485e-10
1970-03-30T17:21:08.409048,62459.018867924526,8.234137684735169e-11
1970-03-30T17:21:10.371312,62460.981132075474,1.8359573036589767e-11
1970-03-30T17:21:10.522255,62461.1320754717,1.6760188430817978e-10
1970-03-30T17:21:10.673199,62461.28301886792,3.3291528850359427e-10
1970-03-30T17:21:10.824142,62461.43396226415,3.9862413763884045e-10
