time_abs(%Y-%m-%dT%H:%M:%S.%f),time_rel(sec),velocity(m/s)
1970-07-17T15:12:15.623396,54734.943396226416,8.267717447706223e-11
1970-07-17T15:12:15.774340,54735.09433962264,2.262781466676592e-10
1970-07-17T15:12:15.925283,54735.24528301887,2.3971656820594627e-10
1970-07-17T15:12:16.076226,54735.3962264151,1.2209740853768834e-10
1970-07-17T15:12:16.830943,54736.15094339623,5.888973475067972e-11
1970-07-17T15:12:16.981887,54736.301886792455,1.5620532113017864e-10
1970-07-17T15:12:17.132830,54736.45283018868,1.3757925507101815e-10
1970-07-17T15:12:17.283774,54736.6037735849,2.6497451536824444e-11
1970-07-17T15:12:17.736604,54737.056603773584,7.00270601379684e-11
1970-07-17T15:12:17.887547,54737.20754716981,2.9589031187598683e-10
1970-07-17T15:12:18.038491,54737.35849056604,4.6408168357003765e-10
1970-07-17T15:12:18.189434,54737.50943396227,4.5685800596394864e-10
1970-07-17T15:12:18.340377,54737.660377358494,2.5345662506786467e-10
1970-07-17T15:12:19.246038,54738.56603773585,8.812387113519209e-11
1970-07-17T15:12:19.396981,54738.71698113208,1.3224826786007084e-10
1970-07-17T15:12:19.547925,54738.8679245283,2.8770668510417838e-11
1970-07-17T15:12:20.453585,54739.77358490566,1.8571393205225563e-10
1970-07-17T15:12:20.604528,54739.92452830189,4.010058029905993e-10
1970-07-17T15:12:20.755472,54740.07547169811,4.6150153662057366e-10
1970-07-17T15:12:20.906415,54740.22641509434,3.335876869857328e-10
1970-07-17T15:12:21.057358,54740.377358490565,7.508405616575856e-11
1970-07-17T15:12:21.812075,54741.1320754717,1.8300588785338979e-10
1970-07-17T15:12:21.963019,54741.28301886792,2.4012450050118577e-10
1970-07-17T15:12:22.113962,54741.43396226415,1.1148890787269124e-10
1970-07-17T15:12:22.868679,54742.188679245286,1.4877262943580288e-10
1970-07-17T15:12:23.019623,54742.33962264151,2.5813635935789947e-10
1970-07-17T15:12:23.170566,54742.49056603773,1.7440543760537375e-10
1970-07-17T15:12:24.076226,54743.3962264151,1.209183301745786e-10
1970-07-17T15:12:24.227170,54743.54716981132,1.9025681359778403e-10
1970-07-17T15:12:24.378113,54743.698113207545,1.5728139609164427e-10
1970-07-17T15:12:24.529057,54743.84905660377,9.773568606945109e-11
1970-07-17T15:12:24.680000,54744.0,9.398552343353024e-11
1970-07-17T15:12:24.830943,54744.15094339623,1.7283902497144332e-10
1970-07-17T15:12:24.981887,54744.301886792455,2.88672978066214e-10
1970-07-17T15:12:25.132830,54744.45283018868,3.5806876244786576e-10
1970-07-17T15:12:25.283774,54744.6037735849,3.1702923855960767e-10
1970-07-17T15:12:25.434717,54744.75471698113,1.6135008894468706e-10
1970-07-17T15:12:27.095094,54746.41509433962,8.016806134429895e-12
1970-07-17T15:12:27.246038,54746.56603773585,1.3530965418336e-10
1970-07-17T15:12:27.396981,54746.71698113208,2.5822090512506905e-10
1970-07-17T15:12:27.547925,54746.8679245283,3.010428670154606e-10
1970-07-17T15:12:27.698868,54747.018867924526,2.2079228658326163e-10
1970-07-17T15:12:27.849811,54747.16981132075,4.6107303291948476e-11
1970-07-17T15:12:28.453585,54747.77358490566,1.1637441905683911e-10
1970-07-17T15:12:28.604528,54747.92452830189,3.0160982466567707e-10
1970-07-17T15:12:28.755472,54748.07547169811,3.263790289088535e-10
1970-07-17T15:12:28.906415,54748.22641509434,1.3820209495539992e-10
1970-07-17T15:12:29.812075,54749.1320754717,1.4888652172601062e-10
