time_abs(%Y-%m-%dT%H:%M:%S.%f),time_rel(sec),velocity(m/s)
1972-02-28T12:16:34.763094,44194.41509433962,1.4585629908174746e-10
1972-02-28T12:16:34.914038,44194.56603773585,5.764127808146576e-11
1972-02-28T12:16:36.725358,44196.377358490565,7.014450064577365e-11
1972-02-28T12:16:36.876302,44196.52830188679,1.7723369180952755e-10
1972-02-28T12:16:37.027245,44196.67924528302,1.8318599217052075e-10
1972-02-28T12:16:37.178189,44196.83018867925,1.0173527875680669e-10
1972-02-28T12:16:37.329132,44196.981132075474,2.3892909885658405e-11
1972-02-28T12:16:37.480075,44197.1320754717,5.315663239581175e-11
1972-02-28T12:16:37.631019,44197.28301886792,2.2383933939447143e-10
1972-02-28T12:16:37.781962,44197.43396226415,1.7747797788448224e-10
1972-02-28T12:16:37.932906,44197.58490566038,1.3111661637449307e-10
1972-02-28T12:16:38.083849,44197.73584905661,8.475525486450387e-11
1972-02-28T12:16:38.234792,44197.88679245283,3.839389335451467e-11
1972-02-28T12:16:38.989509,44198.64150943396,1.9460768434099484e-11
1972-02-28T12:16:39.140453,44198.79245283019,1.8112999512242483e-10
1972-02-28T12:16:39.291396,44198.943396226416,1.6298735042601588e-10
1972-02-28T12:16:40.348000,44200.0,2.9535718057194427e-11
1972-02-28T12:16:40.498943,44200.15094339623,3.231617408098237e-11
1972-02-28T12:16:41.102717,44200.75471698113,4.6193922196311375e-11
1972-02-28T12:16:41.253660,44200.90566037736,1.1573293077850956e-10
1972-02-28T12:16:41.404604,44201.056603773584,1.2789682118719463e-10
1972-02-28T12:16:41.555547,44201.20754716981,7.645551413940645e-11
1972-02-28T12:16:41.706491,44201.35849056604,2.6610412505311857e-12
1972-02-28T12:16:42.159321,44201.81132075472,2.8383035965811292e-11
1972-02-28T12:16:42.310264,44201.96226415094,6.130476690542339e-11
1972-02-28T12:16:42.461208,44202.11320754717,3.7860502069005137e-11
1972-02-28T12:16:43.215925,44202.8679245283,2.410810753940397e-11
1972-02-28T12:16:43.366868,44203.018867924526,7.506949172721694e-11
1972-02-28T12:16:43.517811,44203.16981132075,4.786290633930971e-11
1972-02-28T12:16:44.121585,44203.77358490566,1.2887670295017714e-10
1972-02-28T12:16:44.272528,44203.92452830189,1.227736927952906e-10
1972-02-28T12:16:44.423472,44204.07547169811,1.1667068264040405e-10
1972-02-28T12:16:44.574415,44204.22641509434,1.1056767248551747e-10
1972-02-28T12:16:44.725358,44204.377358490565,1.0446466233063089e-10
1972-02-28T12:16:45.480075,44205.1320754717,1.2303828291234752e-10
1972-02-28T12:16:45.631019,44205.28301886792,1.400017131802268e-10
1972-02-28T12:16:45.781962,44205.43396226415,1.5696514344810607e-10
1972-02-28T12:16:46.536679,44206.188679245286,1.001642988405054e-10
1972-02-28T12:16:46.687623,44206.33962264151,1.3518801983364834e-10
1972-02-28T12:16:46.838566,44206.49056603773,1.7021174082679132e-10
1972-02-28T12:16:46.989509,44206.64150943396,2.0523546181993427e-10
1972-02-28T12:16:47.744226,44207.3962264151,1.4394986078915763e-10
1972-02-28T12:16:47.895170,44207.54716981132,1.7225258620801212e-10
1972-02-28T12:16:48.046113,44207.698113207545,2.005553116268666e-10
1972-02-28T12:16:48.197057,44207.84905660377,3.106047447821917e-11
1972-02-28T12:16:48.951774,44208.6037735849,2.8340522169417498e-11
1972-02-28T12:16:49.102717,44208.75471698113,5.349391383206545e-11
1972-02-28T12:16:49.253660,44208.90566037736,2.0787072012567303e-11
1972-02-28T12:16:49.857434,44209.50943396227,3.778504352225452e-11
1972-02-28T12:16:50.008377,44209.660377358494,6.562785593106078e-11
1972-02-28T12:16:50.159321,44209.81132075472,5.958216208344139e-11
1972-02-28T12:16:50.310264,44209.96226415094,3.041498516608122e-11
1972-02-28T12:16:50.461208,44210.11320754717,3.554818335478913e-12
1972-02-28T12:16:50.763094,44210.41509433962,1.2253189315039634e-11
1972-02-28T12:16:50.914038,44210.56603773585,3.075747450230108e-11
1972-02-28T12:16:51.064981,44210.71698113208,3.629405447961756e-11
1972-02-28T12:16:51.215925,44210.8679245283,2.4207292680788867e-11
1972-02-28T12:16:51.366868,44211.018867924526,3.742570706991609e-12
1972-02-28T12:16:51.970642,44211.62264150944,4.486275885526273e-12
1972-02-28T12:16:52.121585,44211.77358490566,5.099122469746699e-12
1972-02-28T12:16:55.140453,44214.79245283019,8.844828031023823e-13
1972-02-28T12:16:55.291396,44214.943396226416,1.4191217544763177e-12
1972-02-28T12:16:55.442340,44215.09433962264,1.5193267087184397e-12
1972-02-28T12:16:55.593283,44215.24528301887,1.2847636933940104e-12
1972-02-28T12:16:55.744226,44215.3962264151,8.550150245832205e-13
1972-02-28T12:16:55.895170,44215.54716981132,4.447381300230826e-13
1972-02-28T12:16:56.046113,44215.698113207545,3.289876977670525e-13
1972-02-28T12:16:56.197057,44215.84905660377,6.825894229812697e-13
1972-02-28T12:16:56.348000,44216.0,1.388222005809616e-12
1972-02-28T12:16:56.498943,44216.15094339623,2.0345173374522765e-12
1972-02-28T12:16:56.649887,44216.301886792455,2.185203641281092e-12
1972-02-28T12:16:56.800830,44216.45283018868,1.734333669244154e-12
1972-02-28T12:16:56.951774,44216.6037735849,1.0369521123053528e-12
1972-02-28T12:16:57.102717,44216.75471698113,6.648517885721669e-13
1972-02-28T12:16:57.253660,44216.90566037736,9.583127042402622e-13
1972-02-28T12:16:57.404604,44217.056603773584,1.7395066338121037e-12
1972-02-28T12:16:57.555547,44217.20754716981,2.4362428771961494e-12
1972-02-28T12:16:57.706491,44217.35849056604,2.5264390094308345e-12
1972-02-28T12:16:57.857434,44217.50943396227,1.9438634037702667e-12
1972-02-28T12:16:58.008377,44217.660377358494,1.1171762392693912e-12
1972-02-28T12:16:58.159321,44217.81132075472,6.190339692357098e-13
1972-02-28T12:16:58.310264,44217.96226415094,7.190029619071037e-13
1972-02-28T12:16:58.461208,44218.11320754717,1.1989266548804754e-12
1972-02-28T12:16:58.612151,44218.2641509434,1.5594781533389177e-12
1972-02-28T12:16:58.763094,44218.41509433962,1.4267946430689578e-12
1972-02-28T12:16:58.914038,44218.56603773585,8.25220216058849e-13
1972-02-28T12:16:59.064981,44218.71698113208,1.183930820802536e-13
1972-02-28T12:16:59.668755,44219.32075471698,1.533319069207084e-13
1972-02-28T12:16:59.819698,44219.47169811321,8.802749979693963e-14
1972-02-28T12:17:04.046113,44223.698113207545,1.838525827714953e-15
1972-02-28T12:17:04.197057,44223.84905660377,1.9665001547460185e-13
1972-02-28T12:17:04.348000,44224.0,2.500144781112996e-13
1972-02-28T12:17:04.498943,44224.15094339623,1.8382955206059602e-13
1972-02-28T12:17:04.649887,44224.301886792455,9.950128209756271e-14
1972-02-28T12:17:04.800830,44224.45283018868,9.094648800289953e-14
1972-02-28T12:17:04.951774,44224.6037735849,1.770876714103403e-13
1972-02-28T12:17:05.102717,44224.75471698113,3.017826061757489e-13
1972-02-28T12:17:05.253660,44224.90566037736,3.8879691784237184e-13
1972-02-28T12:17:05.404604,44225.056603773584,3.9960436324576106e-13
1972-02-28T12:17:05.555547,44225.20754716981,3.507722479163958e-13
1972-02-28T12:17:05.706491,44225.35849056604,2.8851221239055944e-13
1972-02-28T12:17:05.857434,44225.50943396227,2.5084245555453273e-13
1972-02-28T12:17:06.008377,44225.660377358494,2.480841978777122e-13
1972-02-28T12:17:06.159321,44225.81132075472,2.6843496550315135e-13
1972-02-28T12:17:06.310264,44225.96226415094,2.939123389682801e-13
1972-02-28T12:17:06.461208,44226.11320754717,3.104752807487447e-13
1972-02-28T12:17:06.612151,44226.2641509434,3.093005650671965e-13
1972-02-28T12:17:06.763094,44226.41509433962,2.865128741323949e-13
1972-02-28T12:17:06.914038,44226.56603773585,2.462840816033898e-13
1972-02-28T12:17:07.064981,44226.71698113208,2.032074159221993e-13
1972-02-28T12:17:07.215925,44226.8679245283,1.7682645785115857e-13
1972-02-28T12:17:07.366868,44227.018867924526,1.7854444471557795e-13
1972-02-28T12:17:07.517811,44227.16981132075,2.007861721308668e-13
1972-02-28T12:17:07.668755,44227.32075471698,2.1914163384891732e-13
1972-02-28T12:17:07.819698,44227.47169811321,2.0818556821943282e-13
1972-02-28T12:17:07.970642,44227.62264150944,1.5972524010341564e-13
1972-02-28T12:17:08.121585,44227.77358490566,8.936656994136528e-14
1972-02-28T12:17:08.272528,44227.92452830189,2.6088097866046557e-14
1972-02-28T12:17:12.498943,44232.15094339623,1.1811244896534217e-13
1972-02-28T12:17:12.649887,44232.301886792455,2.0551381109210892e-13
1972-02-28T12:17:12.800830,44232.45283018868,1.7916592565616905e-13
1972-02-28T12:17:12.951774,44232.6037735849,6.947919226764294e-14
1972-02-28T12:17:13.253660,44232.90566037736,3.5448670621191665e-14
1972-02-28T12:17:13.404604,44233.056603773584,2.1319305279541878e-13
1972-02-28T12:17:13.555547,44233.20754716981,4.045044518113849e-13
1972-02-28T12:17:13.706491,44233.35849056604,4.680700818181185e-13
1972-02-28T12:17:13.857434,44233.50943396227,3.5889180253780055e-13
1972-02-28T12:17:14.008377,44233.660377358494,1.734654479621203e-13
1972-02-28T12:17:14.159321,44233.81132075472,7.320806315333116e-14
1972-02-28T12:17:14.310264,44233.96226415094,1.4867177518472722e-13
1972-02-28T12:17:14.461208,44234.11320754717,3.430093036640129e-13
1972-02-28T12:17:14.612151,44234.2641509434,5.025253432885999e-13
1972-02-28T12:17:14.763094,44234.41509433962,5.085644016636703e-13
1972-02-28T12:17:14.914038,44234.56603773585,3.728246968218297e-13
1972-02-28T12:17:15.064981,44234.71698113208,2.1480967192123826e-13
1972-02-28T12:17:15.215925,44234.8679245283,1.503719064218274e-13
1972-02-28T12:17:15.366868,44235.018867924526,1.988187422195573e-13
1972-02-28T12:17:15.517811,44235.16981132075,2.890965764797411e-13
1972-02-28T12:17:15.668755,44235.32075471698,3.4352792081671466e-13
1972-02-28T12:17:15.819698,44235.47169811321,3.44752270113451e-13
1972-02-28T12:17:15.970642,44235.62264150944,3.207182944327147e-13
1972-02-28T12:17:16.121585,44235.77358490566,2.7969797000666845e-13
1972-02-28T12:17:16.272528,44235.92452830189,1.8527066481556331e-13
1972-02-28T12:17:16.423472,44236.07547169811,1.2843221860290934e-14
1972-02-28T12:17:17.027245,44236.67924528302,7.393064816794483e-14
1972-02-28T12:17:17.178189,44236.83018867925,1.1771910828243531e-13
1972-02-28T12:17:19.140453,44238.79245283019,1.931675159130993e-14
1972-02-28T12:17:19.291396,44238.943396226416,1.4066034434721588e-14
1972-02-28T12:17:20.197057,44239.84905660377,3.2971746174125433e-13
1972-02-28T12:17:20.348000,44240.0,1.9197628032655186e-13
1972-02-28T12:17:21.404604,44241.056603773584,5.637872627215453e-13
1972-02-28T12:17:21.555547,44241.20754716981,1.7132799092640429e-12
1972-02-28T12:17:21.706491,44241.35849056604,2.6462905112627647e-12
1972-02-28T12:17:21.857434,44241.50943396227,2.49194836344628e-12
1972-02-28T12:17:22.008377,44241.660377358494,1.2220914736356968e-12
1972-02-28T12:17:22.159321,44241.81132075472,1.7264577147530209e-13
1972-02-28T12:17:22.310264,44241.96226415094,1.2035314518141188e-12
1972-02-28T12:17:22.461208,44242.11320754717,4.895805359410259e-12
