time_rel(sec),velocity(m/s)
6127.245283018868,44569.0
6127.396226415094,38299.0
6127.547169811321,11055.0
6128.1509433962265,14059.0
6128.301886792453,39270.0
6128.452830188679,37486.0
6128.603773584906,35701.0
6128.754716981132,14909.0
6129.358490566037,4747.0
6129.509433962264,6137.0
6129.66037735849,372.0
6130.566037735849,968.0
6131.471698113208,5119.0
6131.622641509434,7665.0
6131.773584905661,6011.0
6131.924528301887,1381.0
6132.528301886792,4765.0
6132.679245283019,6930.0
6132.830188679245,2517.0
6133.735849056604,10426.0
6133.88679245283,18736.0
6134.037735849057,15501.0
6134.188679245283,3663.0
6134.792452830188,5161.0
6134.943396226415,15582.0
6135.094339622641,18279.0
6135.245283018868,12787.0
6135.396226415094,3789.0
6136.0,2706.0
6136.1509433962265,2852.0
6137.962264150943,57.0
6138.11320754717,957.0
6138.264150943396,664.0
6138.867924528302,794.0
6139.018867924528,1481.0
6139.169811320755,1537.0
6139.320754716981,1095.0
6139.471698113208,626.0
6139.622641509434,492.99999999999994
6139.773584905661,691.0
6139.924528301887,937.0
6140.075471698113,972.0
6140.226415094339,770.0
6140.377358490566,505.0
6140.528301886792,359.0
6140.679245283019,360.0
6140.830188679245,405.0
6140.981132075472,386.0
6141.132075471698,295.0
6141.2830188679245,212.0
6141.433962264151,201.0
6141.584905660377,241.0
6141.735849056604,252.0
6141.88679245283,184.0
6142.037735849057,68.0
6142.490566037736,19.0
6142.641509433963,23.0
6147.169811320755,75.0
6147.320754716981,134.0
6147.471698113208,146.0
6147.622641509434,137.0
6147.773584905661,152.0
6147.924528301887,217.0
6148.075471698113,315.0
6148.226415094339,399.0
6148.377358490566,434.0
6148.528301886792,421.0
6148.679245283019,401.0
6148.830188679245,408.0
6148.981132075472,447.0
6149.132075471698,485.0
6149.2830188679245,490.0
6149.433962264151,454.0
6149.584905660377,402.0
6149.735849056604,363.0
6149.88679245283,344.0
6150.037735849057,326.0
6150.188679245283,289.0
6150.33962264151,239.0
6150.490566037736,200.0
6150.641509433963,188.0
6150.792452830188,187.0
6150.943396226415,162.0
6151.094339622641,95.0
6151.245283018868,12.0
6151.698113207547,27.0
6151.8490566037735,28.0
6155.622641509434,30.0
6156.075471698113,110.0
6156.226415094339,412.0
6156.377358490566,642.0
6156.528301886792,587.0
6156.679245283019,304.0
6156.830188679245,154.0
6156.981132075472,514.0
6157.132075471698,1360.0
6157.2830188679245,2166.0
6157.433962264151,2297.0
6157.584905660377,1620.0
6157.735849056604,768.0
6157.88679245283,697.0
6158.037735849057,1798.0
6158.188679245283,3364.0
6158.33962264151,4002.0000000000005
6158.490566037736,2806.0
6158.641509433963,326.0
6159.094339622641,346.0
6159.245283018868,2083.0
6159.396226415094,1192.0
6161.207547169812,4026.0
6161.358490566037,9619.0
6161.509433962264,5365.0
6161.962264150943,1358.0
6162.11320754717,26354.0
6162.264150943396,23791.0
6162.415094339623,21228.0
6162.566037735849,18666.0
6162.716981132076,16103.0
6163.471698113208,17132.0
6163.622641509434,27617.0
6163.773584905661,13766.0
6164.679245283019,1542.0
6164.830188679245,6142.0
6164.981132075472,1052.0
6165.433962264151,886.0
6165.584905660377,9626.0
6165.735849056604,14390.0
6165.88679245283,12759.0
6166.037735849057,7303.0
6166.188679245283,2867.0
6166.33962264151,2513.0
6166.490566037736,5464.0
6166.641509433963,8342.0
6166.792452830188,8268.0
6166.943396226415,5105.0
6167.094339622641,1192.0
6167.547169811321,1318.0
6167.698113207547,2111.0
6167.8490566037735,1126.0
6168.603773584906,653.0
6168.754716981132,365.0
6169.358490566037,1192.0
6169.509433962264,1783.0
6169.66037735849,783.0
6170.264150943396,190.0
6170.415094339623,1188.0
6172.377358490566,7155.0
6172.528301886792,7685.0
6172.679245283019,640.0
6173.132075471698,7743.0
6173.2830188679245,30074.0
6173.433962264151,38610.0
6173.584905660377,47145.0
6173.735849056604,26662.0
6174.490566037736,7308.0
6174.641509433963,21230.0
6174.792452830188,17524.0
6177.207547169812,8799.0
6177.358490566037,13388.0
6177.509433962264,8170.0
6178.11320754717,22154.0
6178.264150943396,30046.0
6178.415094339623,37937.0
6178.566037735849,45829.0
6178.716981132076,3191.0
6179.471698113208,25617.0
6179.622641509434,28057.0
6179.773584905661,3876.0
6180.377358490566,31968.000000000004
6180.528301886792,33677.0
6180.679245283019,35385.0
6181.433962264151,2983.0
6181.584905660377,38545.0
6181.735849056604,37002.0
6181.88679245283,2878.0
6182.490566037736,35452.0
6182.641509433963,28407.0
6182.792452830188,21362.0
6182.943396226415,14318.0
6183.698113207547,29629.0
6183.8490566037735,39741.0
6184.0,18770.0
6184.603773584906,31462.999999999996
6184.754716981132,30190.0
